destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.5 km', 'value': 9491}, 'duration': {'text': '14 mins', 'value': 850}, 'duration_in_traffic': {'text': '20 mins', 'value': 1197}, 'status': 'OK'}]}",OK
