destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.5 km', 'value': 9458}, 'duration': {'text': '14 mins', 'value': 821}, 'duration_in_traffic': {'text': '22 mins', 'value': 1325}, 'status': 'OK'}]}",OK
