destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.5 km', 'value': 9487}, 'duration': {'text': '16 mins', 'value': 932}, 'duration_in_traffic': {'text': '13 mins', 'value': 764}, 'status': 'OK'}]}",OK
