weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,rain.1h,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000,1758280097,-25200,5330810,Brisbane,200,-122.3988,37.715,58.82,58.53,56.95,61.25,1011,88,1011,1007,10.36,290,1.15,75,2,2080532,US,1758290109,1758334289
