destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.9 km', 'value': 9945}, 'duration': {'text': '20 mins', 'value': 1191}, 'duration_in_traffic': {'text': '29 mins', 'value': 1753}, 'status': 'OK'}]}",OK
