destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.3 km', 'value': 9303}, 'duration': {'text': '17 mins', 'value': 998}, 'duration_in_traffic': {'text': '20 mins', 'value': 1186}, 'status': 'OK'}]}",OK
