destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.3 km', 'value': 9297}, 'duration': {'text': '11 mins', 'value': 685}, 'duration_in_traffic': {'text': '22 mins', 'value': 1324}, 'status': 'OK'}]}",OK
