weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000,1758219223,-25200,5330810,Brisbane,200,-122.3988,37.715,64.78,64.53,61.09,71.1,1010,76,1010,1006,10,203,18.01,40,2,2080532,US,1758203659,1758247983
