destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.4 km', 'value': 9392}, 'duration': {'text': '17 mins', 'value': 1009}, 'duration_in_traffic': {'text': '20 mins', 'value': 1211}, 'status': 'OK'}]}",OK
