destination_addresses,origin_addresses,rows,status
"916 Main St, San Francisco, CA 94105, USA","2011 Bayshore Blvd, San Francisco, CA 94134, USA","{'elements': [{'distance': {'text': '9.4 km', 'value': 9389}, 'duration': {'text': '17 mins', 'value': 1025}, 'duration_in_traffic': {'text': '27 mins', 'value': 1649}, 'status': 'OK'}]}",OK
